Title,About,Usuability,Link
imagesoasis,The dataset used is the OASIS MRI dataset which consists of 80000 brain MRI images. The images have been divided into four classes based on Alzheimer's progression. The dataset aims to provide a valuable resource for analyzing and detecting early signs of Alzheimer's disease.To make the dataset accessible the original .img and .hdr files were converted into Nifti format (.nii) using FSL (FMRIB Software Library). The converted MRI images of 461 patients have been uploaded to a GitHub repository which can be accessed in multiple parts.For the neural network training 2D images were used as input. The brain images were sliced along the z-axis into 256 pieces and slices ranging from 100 to 160 were selected from each patient. This approach resulted in a comprehensive dataset for analysis.Patient classification was performed based on the provided metadata and Clinical Dementia Rating (CDR) values resulting in four classes: demented very mild demented mild demented and non-demented. These classes enable the detection and study of different stages of Alzheimer's disease progression.During the dataset preparation the .nii MRI scans were converted to .jpg files. Although this conversion presented some challenges the files were successfully processed using appropriate tools. The resulting dataset size is 1.3 GB.With this comprehensive dataset the project aims to explore various neural network models and achieve optimal results in Alzheimer's disease detection and analysis.,8.75,https://www.kaggle.com/datasets/ninadaithal/imagesoasis
housing-sql-project,This dataset contains information about housing sales in Nashville TN such as property owner sales and tax information. The SQL queries I created for Data Cleaning can be found here.,8.82,https://www.kaggle.com/datasets/bvanntruong/housing-sql-project
largest-art-museums,The following is a list of art museums ranked by gallery space as published by credible sources. Only structures with exhibition spaces larger than 8000 square metres (86000 square feet) are included.,9.41,https://www.kaggle.com/datasets/drahulsingh/largest-art-museums
tesla-inc-last-5-years-stock-historical-data,Explore the fascinating journey of Tesla's stock performance over the past 5 years and gain valuable insights into its growth trends and market behavior. Tesla the renowned electric vehicle manufacturer has captured the world's attention with its groundbreaking innovations and exponential growth. In this blog post we will dive into Tesla's stock performance over the past five years unraveling key trends and providing valuable insights for investors and enthusiasts alike.The Dataset holds Tesla Stock Prices from last 5 years. Date:  First Column represents the data.Open: Tesla Stock Opening Price for the given date. High: Tesla Stock price highest price point hit. Low: Tesla Stock price lowest price for the given date Tesla Stock price lowest price for the given date.adj Close: Adjusted stock closing price of Tesla after taking dividends stock splits and new stock offerings into account. Volume: Amount of an Tesla Stock that changed hands over the course of the trading dSource: https://finance.yahoo.com,10.00,https://www.kaggle.com/datasets/jimschacko/tesla-inc-last-5-years-stock-historical-data
bitcoin-usd-daily-price-with-volume-2015-2023,The Bitcoin Historical Price dataset offers a comprehensive and detailed record of the price dynamics of Bitcoin (BTC) against the US Dollar (USD) over an extended period. Spanning from 2015 to 2023 this dataset provides a wealth of valuable information for researchers analysts and cryptocurrency enthusiasts.This dataset captures the daily price movements of Bitcoin allowing users to analyze the market trends price volatility and overall performance of the leading cryptocurrency. Each data point includes the closing price of Bitcoin in USD for a particular day as well as the corresponding trading volume indicating the level of market activity during that period.By examining this dataset researchers can gain insights into the historical price fluctuations of Bitcoin identifying significant market events such as bull and bear runs price corrections and periods of stability. It enables the analysis of long-term trends and the identification of patterns that may assist in predicting future price movements.Moreover the inclusion of trading volume data provides additional context to the price movements. Volume can offer insights into the market liquidity investor sentiment and the overall demand for Bitcoin during specific timeframes. By correlating price and volume data analysts can gain a deeper understanding of market dynamics and the forces driving Bitcoin's price action.The Bitcoin Historical Price dataset is an invaluable resource for data-driven research quantitative analysis backtesting trading strategies and building predictive models. It serves as a foundation for studying Bitcoin's historical performance understanding the cryptocurrency market and making informed decisions in the ever-evolving world of cryptocurrencies.,9.41,https://www.kaggle.com/datasets/prkhrawsthi/bitcoin-usd-daily-price-with-volume-2015-2023
covid-impact,This dataset contains information about COVID deaths and vaccinations illustrating the total impact of the pandemic on mortality globally. The complete Our World in Data COVID-19 dataset is open-source updated daily and can be found here.The SQL queries I created for Data Exploration can be found on this GitHub Repository.The COVID Dashboard I created in summary of this data exploration can be found on this Tableau Public page.For this dataset's Data Exploration we will be utilizing SQL queries to examine the likelihood of death if someone contracts COVID in the United States. This query was created in curiosity of the conditions in my country the US but can be modified by location. We also explore the infection rate compared to the total population of each country globally. ,8.82,https://www.kaggle.com/datasets/bvanntruong/covid-impact
fbref-data,Name and Links to FBref profiles of all Top 5 league footballers.Football Player Data Scraped from Fbref and Segregated by Position.Use Cases: Validating Eye Test Finding Similar Players Finding complementing Players.This is for easier usage of the FBRef Data available online.Check out discussion for giving feedback and sharing any ideas and improvements required.,10.00,https://www.kaggle.com/datasets/soulcelestia/fbref-data
millennium-development-goals-mdgs-1990-2014,The Millennium Development Goals (MDGs) dataset is a collection of indicators drawn from the World Development Indicators reorganized according to the goals and targets of the Millennium Development Goals. The dataset covers the period from 1990 to 2014 and provides insights into various aspects of global development.The Millennium Development Goals (MDGs) dataset includes six CSV files that provide valuable information related to global development. The files cover the period from 1990 to 2014 and contain data indicators and details about countries series and footnotes. By analyzing this dataset researchers and data analysts can gain insights into various aspects of development progress worldwide.Acknowledgement: I would like to thank the World Bank for providing the Millennium Development Goals (MDGs) dataset through their World Development Indicators. I acknowledge the World Bank's efforts in collecting organizing and making this valuable dataset publicly available for research analysis and informed decision-making. https://data.world/worldbank/,10.00,https://www.kaggle.com/datasets/aryansingh0909/millennium-development-goals-mdgs-1990-2014
cellular-network-analysis-dataset,This dataset provides realistic signal metrics for 3G 4G 5G and LTE network analysis using DragonOS Spike and SDR devices. The dataset aims to provide a representative sample of signal measurements for various network types and locations in Bihar India. The dataset also replicates the hardware setup involving the Spike software DragonOS running on the Valve Steam Deck gaming system BB60C spectrum analyzer powered by an external USB3 hub connected to the Steam Deck's USB C port srsRan running on a separate laptop for creating the base station using the bladeRFxA9 device.Features:The dataset includes the following features:Timestamp: The timestamps represent the time at which the signal metrics were recorded with a 10-minute interval between each timestamp.Latitude and Longitude: The latitude and longitude coordinates indicate the location of the measurement in Bihar. The dataset covers 20 specified localities in Bihar including Kankarbagh Rajendra Nagar Boring Road Ashok Rajpath Danapur Anandpuri Bailey Road Gardanibagh Patliputra Colony Phulwari Sharif Exhibition Road Pataliputra Fraser Road Kidwaipuri Gandhi Maidan S.K. Puri Anisabad Boring Canal Road Bankipore and Kumhrar.Signal Strength (dBm): The signal strength represents the received signal power in decibels (dBm) for different network types (3G 4G 5G and LTE). Signal Quality (%): The signal quality represents the percentage of signal strength relative to the maximum possible signal strength. It is calculated based on the signal strength values and is applicable for 3G 4G 5G and LTE networks. Unfortunately Signal Quality percentage yielded some error so it's 0.0 in all.Data Throughput (Mbps): The data throughput represents the network's capacity to transmit data measured in megabits per second (Mbps). Different network types have varying data throughput values.Latency (ms): Latency refers to the time delay between the transmission and reception of data packets measured in milliseconds (ms). Different network types have different latency values generated using a random uniform distribution within appropriate ranges.Network Type: The network type indicates the technology used for data transmission such as 3G 4G 5G or LTE. BB60C Measurement (dBm): The BB60C measurement represents the signal strength measured using the BB60C spectrum analyzer device. The values are generated based on the signal strength values with added random uniform noise specific to 4G 5G and LTE networks.srsRAN Measurement (dBm): The srsRAN measurement represents the signal strength measured using the srsRAN software-defined radio device. BladeRFxA9 Measurement (dBm): The BladeRFxA9 measurement represents the signal strength measured using the BladeRFxA9 software-defined radio device. The dataset is generated with a total of 1926 time periods and covers 20 localities in Bihar. It can be used for various purposes including network optimization coverage analysis and performance evaluation.Hardware Setup:The dataset replicates the hardware setup using the following components:The BB60C spectrum analyzer is connected to the Steam Deck's USB C port via an external USB3 hub. The srsRan and BladeRFxA9 devices are connected to a separate laptop which is running the srsenb software to create the base station.Additionally the Spike LTE Analysis tools are utilized to decode the LTE information in real-time. The dataset demonstrates how the Spike software DragonOS and SDR devices can be integrated to perform LTE analysis and the results can be combined with a working GPS for mapping purposes within the Spike software.Atlast We'd like to extend credits to our volunteers in these localities who helped in logging the data after replicating the setup.Let us know what you build out of this dataset. It's a subset of data that's being analysed for bio weapon usage in the Bihar area which's controlled via wireless signals to report to international delegates for expedited action against these.,9.41,https://www.kaggle.com/datasets/suraj520/cellular-network-analysis-dataset
french-youtubers,"The idea for this dataset came from a simple question: ""Can we study how Youtubers interact with sponsors ?"".So I decided to collect information myself on the videos of the 60 Best French Youtubers (without including VEVO or musician channels).To identify sponsored videos I decided afterwards to focus on those with a link in their description which will help identify the main sponsors.page-title15Mars3.csv (This is the final dataset I was able to get)yt-links : This includes the link visible in the descriptionlong-links : Some of the links in the descriptions are ""Bit.ly"" links which you need to open to find out about them. This column corresponds to the real link given each time.page-name : Name of the sponsor (This is extracted mainly from the domain name of the links but also sometimes from various details I've used from the description!)test31MarsFINAL.xlsx (The formatted file for social network analysis with Gephi)",8.82,https://www.kaggle.com/datasets/weddou/french-youtubers
animal-crossing-new-horizons-nookplaza-dataset,This dataset comes from this spreadsheet a comprehensive Item Catalog for Animal Crossing New Horizons (ACNH). As described by WikipediaACNH is a life simulation game released by Nintendo for Nintendo Switch on March 20 2020. It is the fifth main series title in the Animal Crossing series and with 5 million digital copies sold has broken the record for Switch title with most digital units sold in a single month. In New Horizons the player assumes the role of a customizable character who moves to a deserted island. Taking place in real-time the player can explore the island in a nonlinear fashion gathering and crafting items catching insects and fish and developing the island into a community of anthropomorphic animals.There are 30 csvs each listing various items villagers clothing and other collectibles from the game. The data was collected by a dedicated group of AC fans who continue to collaborate and build this spreadsheet for public use. The database contains the original data and full list of contributors and raw data. At the time of writing the only difference between the spreadsheet and this version is that the Kaggle version omits all columns with images of the items but is otherwise identical.Thanks to every contributor listed on the spreadsheet! Please attribute this spreadsheet and group for any use of the data. They also have a Discord server linked in the spreadsheet in case you want to contact them.,8.24,https://www.kaggle.com/datasets/jessicali9530/animal-crossing-new-horizons-nookplaza-dataset
CORD-19-research-challenge,In response to the COVID-19 pandemic the White House and a coalition of leading research groups have prepared the COVID-19 Open Research Dataset (CORD-19). CORD-19 is a resource of over 1000000 scholarly articles including over 400000 with full text about COVID-19 SARS-CoV-2 and related coronaviruses. This freely available dataset is provided to the global research community to apply recent advances in natural language processing and other AI techniques to generate new insights in support of the ongoing fight against this infectious disease. There is a growing urgency for these approaches because of the rapid acceleration in new coronavirus literature making it difficult for the medical research community to keep up.We are issuing a call to action to the world's artificial intelligence experts to develop text and data mining tools that can help the medical community develop answers to high priority scientific questions.  The CORD-19 dataset represents the most extensive machine-readable coronavirus literature collection available for data mining to date. This allows the worldwide AI research community the opportunity to apply text and data mining approaches to find answers to questions within and connect insights across this content in support of the ongoing COVID-19 response efforts worldwide. There is a growing urgency for these approaches because of the rapid increase in coronavirus literature making it difficult for the medical community to keep up.A list of our initial key questions can be found under the Tasks section of this dataset. These key scientific questions are drawn from the NASEM’s SCIED (National Academies of Sciences Engineering and Medicine’s Standing Committee on Emerging Infectious Diseases and 21st Century Health Threats) research topics and the World Health Organization’s R&D Blueprint for COVID-19.  Many of these questions are suitable for text mining and we encourage researchers to develop text mining tools to provide insights on these questions. We are maintaining a summary of the community's contributions. For guidance on how to make your contributions useful we're maintaining a forum thread with the feedback we're getting from the medical and health policy communities. Kaggle is sponsoring a $1000 per task award to the winner whose submission is identified as best meeting the evaluation criteria. The winner may elect to receive this award as a charitable donation to COVID-19 relief/research efforts or as a monetary payment. More details on the prizes and timeline can be found on the discussion post.We have made this dataset available on Kaggle. Watch out for periodic updates. The dataset is also hosted on AI2's Semantic Scholar. And you can search the dataset using AI2's new COVID-19 explorer.The licenses for each dataset can be found in the all _ sources _ metadata csv file.This dataset was created by the Allen Institute for AI in partnership  with the Chan Zuckerberg Initiative Georgetown University’s Center for Security and Emerging Technology Microsoft Research IBM and the National Library of Medicine - National Institutes of Health in coordination with The White House Office of Science and Technology Policy.,8.82,https://www.kaggle.com/datasets/allen-institute-for-ai/CORD-19-research-challenge
creditcardfraud,It is important that credit card companies are able to recognize fraudulent credit card transactions so that customers are not charged for items that they did not purchase.The dataset contains transactions made by credit cards in September 2013 by European cardholders. This dataset presents transactions that occurred in two days where we have 492 frauds out of 284807 transactions. The dataset is highly unbalanced the positive class (frauds) account for 0.172% of all transactions.It contains only numerical input variables which are the result of a PCA transformation. Unfortunately due to confidentiality issues we cannot provide the original features and more background information about the data. Features V1 V2 … V28 are the principal components obtained with PCA the only features which have not been transformed with PCA are 'Time' and 'Amount'. Feature 'Time' contains the seconds elapsed between each transaction and the first transaction in the dataset. The feature 'Amount' is the transaction Amount this feature can be used for example-dependant cost-sensitive learning. Feature 'Class' is the response variable and it takes value 1 in case of fraud and 0 otherwise. Given the class imbalance ratio we recommend measuring the accuracy using the Area Under the Precision-Recall Curve (AUPRC). Confusion matrix accuracy is not meaningful for unbalanced classification.A simulator for transaction data has been released as part of the practical handbook on Machine Learning for Credit Card Fraud Detection - https://fraud-detection-handbook.github.io/fraud-detection-handbook/Chapter_3_GettingStarted/SimulatedDataset.html. We invite all practitioners interested in fraud detection datasets to also check out this data simulator and the methodologies for credit card fraud detection presented in the book.The dataset has been collected and analysed during a research collaboration of Worldline and the Machine Learning Group (http://mlg.ulb.ac.be) of ULB (Université Libre de Bruxelles) on big data mining and fraud detection.More details on current and past projects on related topics are available on https://www.researchgate.net/project/Fraud-detection-5 and the page of the DefeatFraud projectPlease cite the following works: Andrea Dal Pozzolo Olivier Caelen Reid A. Johnson and Gianluca  Bontempi. Calibrating Probability with Undersampling for Unbalanced  Classification. In Symposium on Computational Intelligence and Data  Mining (CIDM) IEEE 2015Dal Pozzolo Andrea; Caelen Olivier; Le Borgne Yann-Ael; Waterschoot Serge; Bontempi Gianluca.  Learned lessons in credit  card fraud detection from a practitioner perspective Expert systems with applications41104915-49282014 PergamonDal Pozzolo Andrea; Boracchi Giacomo; Caelen Olivier; Alippi  Cesare; Bontempi Gianluca. Credit card fraud detection: a realistic modeling and a novel learning strategy  IEEE transactions on neural networks and learning systems2983784-37972018IEEEDal Pozzolo Andrea Adaptive Machine learning for credit card fraud detection ULB MLG PhD thesis (supervised by G. Bontempi)Carcillo Fabrizio; Dal Pozzolo Andrea; Le Borgne Yann-Aël; Caelen Olivier; Mazzer Yannis; Bontempi Gianluca. Scarff: a scalable  framework for streaming credit card fraud detection with Spark Information fusion41 182-1942018ElsevierCarcillo Fabrizio; Le Borgne Yann-Aël; Caelen Olivier; Bontempi Gianluca. Streaming active learning strategies for real-life credit card fraud detection: assessment and visualization International Journal of Data Science and Analytics 54285-3002018Springer International PublishingBertrand Lebichot Yann-Aël Le Borgne Liyun He Frederic Oblé Gianluca Bontempi Deep-Learning Domain Adaptation Techniques for Credit Cards Fraud Detection  INNSBDDL 2019: Recent Advances in Big Data and Deep Learning pp 78-88 2019Fabrizio Carcillo Yann-Aël Le Borgne Olivier Caelen Frederic Oblé Gianluca Bontempi Combining Unsupervised and Supervised Learning in Credit Card Fraud Detection  Information Sciences 2019Yann-Aël Le Borgne Gianluca Bontempi Reproducible machine Learning for Credit Card Fraud Detection - Practical Handbook  Bertrand Lebichot Gianmarco Paldino Wissam Siblini Liyun He Frederic Oblé Gianluca Bontempi Incremental learning strategies for credit cards fraud detection  IInternational Journal of Data Science and Analytics,8.53,https://www.kaggle.com/datasets/mlg-ulb/creditcardfraud
netflix-shows,   About this Dataset: Netflix is one of the most popular media and video streaming platforms. They have over 8000 movies or tv shows available on their platform as of mid-2021 they have over 200M Subscribers globally. This tabular dataset consists of listings of all the movies and tv shows available on Netflix along with details such as - cast directors ratings release year duration etc. Featured Notebooks: Click Here to View Featured NotebooksMilestone: Oct 18th 2021: Most Upvoted Dataset on Kaggle by an Individual ContributorCheck my Other Datasets,10.00,https://www.kaggle.com/datasets/shivamb/netflix-shows
novel-corona-virus-2019-dataset,From World Health Organization - On 31 December 2019 WHO was alerted to several cases of pneumonia in Wuhan City Hubei Province of China. The virus did not match any other known virus. This raised concern because when a virus is new we do not know how it affects people.So daily level information on the affected people can give some interesting insights when it is made available to the broader data science community. Johns Hopkins University has made an excellent dashboard using the affected cases data. Data is extracted from the google sheets associated and made available here.Edited: Now data is available as csv files in the Johns Hopkins Github repository. Please refer to the github repository for the Terms of Use details. Uploading it here for using it in Kaggle kernels and getting insights from the broader DS community. 2019 Novel Coronavirus (2019-nCoV) is a virus (more specifically a coronavirus) identified as the cause of an outbreak of respiratory illness first detected in Wuhan China. Early on many of the patients in the outbreak in Wuhan China reportedly had some link to a large seafood and animal market suggesting animal-to-person spread. However a growing number of patients reportedly have not had exposure to animal markets indicating person-to-person spread is occurring. At this time it’s unclear how easily or sustainably this virus is spreading between people - CDCThis dataset has daily level information on the number of affected cases deaths and recovery from 2019 novel coronavirus. Please note that this is a time series data and so the number of cases on any given day is the cumulative number. The data is available from 22 Jan 2020.Main file in this dataset is covid_19_data.csv and the detailed descriptions are below.covid_19_data.csv2019_ncov_data.csvThis is older file and is not being updated now. Please use the covid_19_data.csv fileAdded two new files with individual level informationCOVID_open_line_list_data.csvThis file is obtained from this linkCOVID19_line_list_data.csvThis files is obtained from this linkCountry level datasetsIf you are interested in knowing country level data please refer to the following Kaggle datasets:India - https://www.kaggle.com/sudalairajkumar/covid19-in-indiaSouth Korea - https://www.kaggle.com/kimjihoo/coronavirusdatasetItaly - https://www.kaggle.com/sudalairajkumar/covid19-in-italyBrazil - https://www.kaggle.com/unanimad/corona-virus-brazilUSA - https://www.kaggle.com/sudalairajkumar/covid19-in-usaSwitzerland - https://www.kaggle.com/daenuprobst/covid19-cases-switzerlandIndonesia - https://www.kaggle.com/ardisragen/indonesia-coronavirus-casesPicture courtesy : Johns Hopkins University dashboardSome insights could be,9.71,https://www.kaggle.com/datasets/sudalairajkumar/novel-corona-virus-2019-dataset
chest-xray-pneumonia,http://www.cell.com/cell/fulltext/S0092-8674(18)30154-5Figure S6. Illustrative Examples of Chest X-Rays in Patients with Pneumonia Related to Figure 6The normal chest X-ray (left panel) depicts clear lungs without any areas of abnormal opacification in the image. Bacterial pneumonia (middle) typically exhibits a focal lobar consolidation in this case in the right upper lobe (white arrows) whereas viral pneumonia (right) manifests with a more diffuse ‘‘interstitial’’ pattern in both lungs.http://www.cell.com/cell/fulltext/S0092-8674(18)30154-5The dataset is organized into 3 folders (train test val) and contains subfolders for each image category (Pneumonia/Normal).  There are 5863 X-Ray images (JPEG) and 2 categories (Pneumonia/Normal). Chest X-ray images (anterior-posterior) were selected from retrospective cohorts of pediatric patients of one to five years old from Guangzhou Women and Children’s Medical Center Guangzhou. All chest X-ray imaging was performed as part of patients’ routine clinical care. For the analysis of chest x-ray images all chest radiographs were initially screened for quality control by removing all low quality or unreadable scans. The diagnoses for the images were then graded by two expert physicians before being cleared for training the AI system. In order to account for any grading errors the evaluation set was also checked by a third expert.Data: https://data.mendeley.com/datasets/rscbjbr9sj/2License: CC BY 4.0Citation: http://www.cell.com/cell/fulltext/S0092-8674(18)30154-5Automated methods to detect and classify human diseases from medical images.,7.50,https://www.kaggle.com/datasets/paultimothymooney/chest-xray-pneumonia
videogamesales,This dataset contains a list of video games with sales greater than 100000 copies.  It was generated by a scrape of vgchartz.com.Fields includeRank - Ranking of overall salesName - The games namePlatform - Platform of the games release (i.e. PCPS4 etc.)Year - Year of the game's releaseGenre - Genre of the gamePublisher - Publisher of the gameNA_Sales - Sales in North America (in millions)EU_Sales - Sales in Europe (in millions)JP_Sales - Sales in Japan (in millions)Other_Sales - Sales in the rest of the world (in millions)Global_Sales - Total worldwide sales.The script to scrape the data is available at https://github.com/GregorUT/vgchartzScrape.It is based on BeautifulSoup using Python.There are 16598 records.  2 records were dropped due to incomplete information.,5.88,https://www.kaggle.com/datasets/gregorut/videogamesales
youtube-new,UPDATE: Source code used for collecting this data released hereYouTube (the world-famous video sharing website) maintains a list of the top trending videos on the platform. According to Variety magazine “To determine the year’s top-trending videos YouTube uses a combination of factors including measuring users interactions (number of views shares comments and likes). Note that they’re not the most-viewed videos overall for the calendar year”. Top performers on the YouTube trending list are music videos (such as the famously virile “Gangam Style”) celebrity and/or reality TV performances and the random dude-with-a-camera viral videos that YouTube is well-known for.This dataset is a daily record of the top trending YouTube videos.Note that this dataset is a structurally improved version of this dataset.This dataset includes several months (and counting) of data on daily trending YouTube videos. Data is included for the US GB DE CA and FR regions (USA Great Britain Germany Canada and France respectively) with up to 200 listed trending videos per day.EDIT: Now includes data from RU MX KR JP and IN regions (Russia Mexico South Korea Japan and India respectively) over the same time period.  Each region’s data is in a separate file. Data includes the video title channel title publish time tags views likes and dislikes description and comment count.The data also includes a category_id field which varies between regions. To retrieve the categories for a specific video find it in the associated JSON. One such file is included for each of the five regions in the dataset.For more information on specific columns in the dataset refer to the column metadata.This dataset was collected using the YouTube API.Possible uses for this dataset could include:For further inspiration see the kernels on this dataset!,7.94,https://www.kaggle.com/datasets/datasnaek/youtube-new
data-science-cheat-sheets,A collection of cheat sheets for various data-science related languages and topics.Taken from https://github.com/abhat222/Data-Science--Cheat-Sheet,8.75,https://www.kaggle.com/datasets/timoboz/data-science-cheat-sheets
google-play-store-apps,While many public datasets (on Kaggle and the like) provide Apple App Store data there are not many counterpart datasets available for Google Play Store apps anywhere on the web. On digging deeper I found out that iTunes App Store page deploys a nicely indexed appendix-like structure to allow for simple and easy web scraping. On the other hand Google Play Store uses sophisticated modern-day techniques (like dynamic page load) using JQuery making scraping more challenging.Each app (row) has values for catergory rating size and more.This information is scraped from the Google Play Store. This app information would not be available without it.The Play Store apps data has enormous potential to drive app-making businesses to success. Actionable insights can be drawn for developers to work on and capture the Android market!,7.06,https://www.kaggle.com/datasets/lava18/google-play-store-apps
soccer,"What you get:*16th Oct 2016: New table containing teams' attributes from FIFA !Original Data Source: You can easily find data about soccer matches but they are usually scattered across different websites. A thorough data collection and processing has been done to make your life easier. I must insist that you do not make any commercial use of the data. The data was sourced from:http://football-data.mx-api.enetscores.com/ : scores lineup team formation and eventshttp://www.football-data.co.uk/ : betting odds. Click here to understand the column naming system for betting odds: http://sofifa.com/ : players and teams attributes from EA Sports FIFA games. FIFA series and all FIFA assets property of EA Sports.When you have a look at the database you will notice foreign keys for  players and matches are the same as the original data sources. I have  called those foreign keys ""api_id"".Improving the dataset: You will notice that some players are missing from the lineup (NULL values). This is because I have not been able to source their attributes from FIFA. This will be fixed overtime as the crawling algorithm is being improved.The dataset will also be expanded to include international games national cups Champion's League and Europa League. Please ask me if you're after a specific tournament.Please get in touch with me if you want to help improve this dataset. CLICK HERE TO ACCESS THE PROJECT GITHUBImportant note for people interested in using the crawlers: since I first wrote the crawling scripts (in python) it appears sofifa.com has changed its design and with it comes new requirements for the scripts. The existing script to crawl players ('Player Spider') will not work until i've updated it.Exploring the data:Now that's the fun part there is a lot you can do with this dataset. I will be adding visuals and insights to this overview page but please have a look at the kernels and give it a try yourself ! Here are some ideas for you:The Holy Grail…… is obviously to predict the outcome of the game. The bookies use 3 classes (Home Win Draw Away Win). They get it right about 53% of the time. This is also what I've achieved so far using my own SVM. Though it may sound high for such a random sport game you've got to know that the home team wins about 46% of the time. So the base case (constantly predicting Home Win) has indeed 46% precision. Probabilities vs OddsWhen running a multi-class classifier like SVM you could also output a probability estimate and compare it to the betting odds. Have a look at your variance vs odds and see for what games you had very different predictions.Explore and visualize featuresWith access to players and teams attributes team formations and in-game events you should be able to produce some interesting insights into The Beautiful Game . Who knows Guardiola himself may hire one of you some day!",7.06,https://www.kaggle.com/datasets/hugomathien/soccer
price-volume-data-for-all-us-stocks-etfs,High-quality financial data is expensive to acquire and is therefore rarely shared for free.  Here I provide the full historical daily price and volume data for all US-based stocks and ETFs trading on the NYSE NASDAQ and NYSE MKT. It's one of the best datasets of its kind you can obtain. The data (last updated 11/10/2017) is presented in CSV format as follows: Date Open High Low Close Volume OpenInt. Note that prices have been adjusted for dividends and splits. This dataset belongs to me. I’m sharing it here for free. You may do with it as you wish. Many have tried but most have failed to predict the stock market's ups and downs. Can you do any better? ,7.50,https://www.kaggle.com/datasets/borismarjanovic/price-volume-data-for-all-us-stocks-etfs
world-happiness,The World Happiness Report is a landmark survey of the state of global happiness. The first report was published in 2012 the second in 2013 the third in 2015 and the fourth in the 2016 Update. The World Happiness 2017 which ranks 155 countries by their happiness levels was released at the United Nations at an event celebrating International Day of Happiness on March 20th. The report continues to gain global recognition as governments organizations and civil society increasingly use happiness indicators to inform their policy-making decisions. Leading experts across fields – economics psychology survey analysis national statistics health public policy and more – describe how measurements of well-being can be used effectively to assess the progress of nations. The reports review the state of happiness in the world today and show how the new science of happiness explains personal and national variations in happiness. The happiness scores and rankings use data from the Gallup World Poll. The scores are based on answers to the main life evaluation question asked in the poll. This question known as the Cantril ladder asks respondents to think of a ladder with the best possible life for them being a 10 and the worst possible life being a 0 and to rate their own current lives on that scale. The scores are from nationally representative samples for the years 2013-2016 and use the Gallup weights to make the estimates representative. The columns following the happiness score estimate the extent to which each of six factors – economic production social support life expectancy freedom absence of corruption and generosity – contribute to making life evaluations higher in each country than they are in Dystopia a hypothetical country that has values equal to the world’s lowest national averages for each of the six factors. They have no impact on the total score reported for each country but they do explain why some countries rank higher than others.What countries or regions rank the highest in overall happiness and each of the six factors contributing to happiness? How did country ranks or scores change between the 2015 and 2016 as well as the 2016 and 2017 reports? Did any country experience a significant increase or decrease in happiness?What is Dystopia?Dystopia is an imaginary country that has the world’s least-happy people. The purpose in establishing Dystopia is to have a benchmark against which all countries can be favorably compared (no country performs more poorly than Dystopia) in terms of each of the six key variables thus allowing each sub-bar to be of positive width. The lowest scores observed for the six key variables therefore characterize Dystopia. Since life would be very unpleasant in a country with the world’s lowest incomes lowest life expectancy lowest generosity most corruption least freedom and least social support it is referred to as “Dystopia” in contrast to Utopia.What are the residuals?The residuals or unexplained components differ for each country reflecting the extent to which the six variables either over- or under-explain average 2014-2016 life evaluations. These residuals have an average value of approximately zero over the whole set of countries. Figure 2.2 shows the average residual for each country when the equation in Table 2.1 is applied to average 2014- 2016 data for the six variables in that country. We combine these residuals with the estimate for life evaluations in Dystopia so that the combined bar will always have positive values. As can be seen in Figure 2.2 although some life evaluation residuals are quite large occasionally exceeding one point on the scale from 0 to 10 they are always much smaller than the calculated value in Dystopia where the average life is rated at 1.85 on the 0 to 10 scale.What do the columns succeeding the Happiness Score(like Family Generosity etc.) describe?The following columns: GDP per Capita Family Life Expectancy Freedom Generosity Trust Government Corruption describe the extent to which these factors contribute in evaluating the happiness in each country. The Dystopia Residual metric actually is the Dystopia Happiness Score(1.85) +  the Residual value or the unexplained value for each country as stated in the previous answer.If you add all these factors up you get the happiness score so it might be un-reliable to model them to predict Happiness Scores.,8.53,https://www.kaggle.com/datasets/unsdsn/world-happiness
students-performance-in-exams,Marks secured by the studentsThis data set consists of the marks secured by the students in various subjects. http://roycekimmons.com/tools/generated_data/examsTo understand the influence of the parents background test preparation etc on students performance,7.06,https://www.kaggle.com/datasets/spscientist/students-performance-in-exams
pima-indians-diabetes-database,This dataset is originally from the National Institute of Diabetes and Digestive and Kidney Diseases. The objective of the dataset is to diagnostically predict whether or not a patient has diabetes based on certain diagnostic measurements included in the dataset. Several constraints were placed on the selection of these instances from a larger database. In particular all patients here are females at least 21 years old of Pima Indian heritage.The datasets consists of several medical predictor variables and one target variable Outcome. Predictor variables includes the number of pregnancies the patient has had their BMI insulin level age and so on.Smith J.W. Everhart J.E. Dickson W.C. Knowler W.C. & Johannes R.S. (1988). Using the ADAP learning algorithm to forecast the onset of diabetes mellitus. In Proceedings of the Symposium on Computer Applications and Medical Care (pp. 261--265). IEEE Computer Society Press.Can you build a machine learning model to accurately predict whether or not the patients in the dataset have diabetes or not?,8.82,https://www.kaggle.com/datasets/uciml/pima-indians-diabetes-database
